,production_dc_kw,production_ac_kw,consumption_kw,grid_power_kw,battery_power_ac_kw,battery_soc_kwh,curtailment_kw,spot_price
2024-01-01 00:00:00,0.0,0.0,80.0,80.0,0.0,0.0,0.0,0.8
2024-01-01 01:00:00,38.831210572990976,36.88965004434142,78.97777478867205,42.08812474433063,0.0,0.0,0.0,0.7829629131445341
2024-01-01 02:00:00,75.0322766257819,71.28066279449281,75.98076211353316,4.700099319040348,0.0,0.0,0.0,0.7330127018922193
2024-01-01 03:00:00,106.13448621152097,100.8277619009449,71.21320343559643,-29.61455846534848,0.0,0.0,0.0,0.6535533905932738
2024-01-01 04:00:00,130.01561996412516,123.5148389659189,65.0,-58.5148389659189,0.0,0.0,0.0,0.5499999999999999
2024-01-01 05:00:00,145.04475779481504,137.79251990507427,57.76457135307563,-80.02794855199863,0.0,0.0,3.0279485519986338,0.4294095225512605
2024-01-01 06:00:00,150.193659223331,142.68397626216444,50.00000000000001,-92.68397626216444,0.0,0.0,15.683976262164435,0.30000000000000004
2024-01-01 07:00:00,145.10711088629932,137.85175534198436,57.764571353075624,-80.08718398890873,0.0,0.0,3.087183988908734,0.4294095225512604
2024-01-01 08:00:00,130.12742844024197,123.62105701822986,64.99999999999999,-58.62105701822988,0.0,0.0,0.0,0.5499999999999998
2024-01-01 09:00:00,106.27142301051605,100.95785185999024,71.21320343559641,-29.74464842439383,0.0,0.0,0.0,0.6535533905932736
2024-01-01 10:00:00,75.16138180051037,71.40331271048485,75.98076211353316,4.5774494030483055,0.0,0.0,0.0,0.7330127018922192
2024-01-01 11:00:00,38.91474770362872,36.96901031844728,78.97777478867205,42.00876447022477,0.0,0.0,0.0,0.7829629131445341
2024-01-01 12:00:00,1.8417134377565314e-14,1.7496277658687048e-14,80.0,79.99999999999999,0.0,0.0,0.0,0.8
2024-01-01 13:00:00,38.93145469998957,36.984881964990095,78.97777478867205,41.992892823681956,0.0,0.0,0.0,0.7829629131445341
2024-01-01 14:00:00,75.2259326609647,71.46463602791647,75.98076211353316,4.5161260856166905,0.0,0.0,0.0,0.7330127018922192
2024-01-01 15:00:00,106.40835600528663,101.0879382050223,71.21320343559643,-29.87473476942587,0.0,0.0,0.0,0.6535533905932738
2024-01-01 16:00:00,130.35103895012296,123.8334870026168,65.00000000000001,-58.83348700261679,0.0,0.0,0.0,0.5500000000000003
2024-01-01 17:00:00,145.41886704105767,138.14792368900478,57.764571353075645,-80.38335233592915,0.0,0.0,3.383352335929146,0.42940952255126075
2024-01-01 18:00:00,150.5809633233754,143.05191515720665,50.00000000000001,-93.05191515720665,0.0,0.0,16.05191515720665,0.3000000000000001
2024-01-01 19:00:00,145.48121551331474,138.207154737649,57.76457135307563,-80.44258338457337,0.0,0.0,3.4425833845733678,0.4294095225512605
2024-01-01 20:00:00,130.46283914327026,123.93969718610674,65.0,-58.93969718610674,0.0,0.0,0.0,0.55
2024-01-01 21:00:00,106.54528265976165,101.21801852677356,71.21320343559643,-30.004815091177136,0.0,0.0,0.0,0.6535533905932737
2024-01-01 22:00:00,75.35502827135375,71.58727685778605,75.98076211353316,4.393485255747109,0.0,0.0,0.0,0.7330127018922192
2024-01-01 23:00:00,39.014985642049105,37.06423635994665,78.97777478867205,41.9135384287254,0.0,0.0,0.0,0.7829629131445341
2024-01-02 00:00:00,3.6929126508090036e-14,3.508267018268553e-14,80.0,79.99999999999997,0.0,0.0,0.0,0.8
2024-01-02 01:00:00,39.031690781861265,37.0801062427682,78.97777478867205,41.89766854590385,0.0,0.0,0.0,0.7829629131445341
2024-01-02 02:00:00,75.41957195865672,71.64859336072388,75.98076211353317,4.332168752809295,0.0,0.0,0.0,0.7330127018922196
2024-01-02 03:00:00,106.68220043798699,101.34809041608764,71.21320343559641,-30.13488698049123,0.0,0.0,0.0,0.6535533905932736
2024-01-02 04:00:00,130.68642480465175,124.15210356441915,65.0,-59.15210356441915,0.0,0.0,0.0,0.5499999999999998
2024-01-02 05:00:00,145.79293702447487,138.50329017325112,57.764571353075624,-80.73871882017549,0.0,0.0,3.7387188201754924,0.4294095225512604
2024-01-02 06:00:00,150.96822438463,143.4198131653985,50.000000000000014,-93.41981316539848,0.0,0.0,16.41981316539848,0.30000000000000016
2024-01-02 07:00:00,145.8552762586197,138.56251244568872,57.7645713530756,-80.79794109261312,0.0,0.0,3.797941092613115,0.4294095225512601
2024-01-02 08:00:00,130.79820843247373,124.25829801085004,64.99999999999997,-59.25829801085007,0.0,0.0,0.0,0.5499999999999996
2024-01-02 09:00:00,106.81910680417324,101.47815146396458,71.2132034355964,-30.26494802836818,0.0,0.0,0.0,0.6535533905932733
2024-01-02 10:00:00,75.54864844107506,71.77121601902131,75.98076211353316,4.20954609451185,0.0,0.0,0.0,0.7330127018922193
2024-01-02 11:00:00,39.11520934722252,37.15944887986139,78.97777478867204,41.81832590881065,0.0,0.0,0.0,0.7829629131445339
2024-01-02 12:00:00,5.553595530910322e-14,5.2759157543648057e-14,80.0,79.99999999999994,0.0,0.0,0.0,0.8
2024-01-02 13:00:00,39.13191139293972,37.175315823292735,78.97777478867205,41.802458965379316,0.0,0.0,0.0,0.7829629131445341
2024-01-02 14:00:00,75.61318017371627,71.83252116503046,75.98076211353317,4.148240948502718,0.0,0.0,0.0,0.7330127018922196
2024-01-02 15:00:00,106.95599922274221,101.6081992616051,71.21320343559641,-30.39499582600868,0.0,0.0,0.0,0.6535533905932736
2024-01-02 16:00:00,131.0217526817347,124.47066504764797,65.00000000000004,-59.47066504764793,0.0,0.0,0.0,0.5500000000000007
2024-01-02 17:00:00,146.16694003330107,138.85859303163602,57.76457135307563,-81.09402167856038,0.0,0.0,4.094021678560381,0.42940952255126047
2024-01-02 18:00:00,151.35541371811087,143.78764303220532,50.000000000000014,-93.78764303220531,0.0,0.0,16.78764303220531,0.3000000000000002
2024-01-02 19:00:00,146.2292654111331,138.91780214057644,57.7645713530756,-81.15323078750083,0.0,0.0,4.153230787500831,0.42940952255125997
2024-01-02 20:00:00,131.13351146310242,124.57683588994729,65.00000000000001,-59.576835889947276,0.0,0.0,0.0,0.5500000000000003
2024-01-02 21:00:00,107.09287515837433,101.7382314004556,71.2132034355964,-30.525027964859206,0.0,0.0,0.0,0.6535533905932733
2024-01-02 22:00:00,75.74222796595053,71.95511656765301,75.98076211353316,4.0256455458801526,0.0,0.0,0.0,0.7330127018922193
2024-01-02 23:00:00,39.21541139440009,37.25464082468009,78.97777478867205,41.72313396399196,0.0,0.0,0.0,0.7829629131445341
2024-01-03 00:00:00,7.42375856457564e-14,7.052570636346856e-14,80.0,79.99999999999993,0.0,0.0,0.0,0.8
2024-01-03 01:00:00,39.232109108705245,37.270503653269984,78.97777478867204,41.70727113540205,0.0,0.0,0.0,0.782962913144534
2024-01-03 02:00:00,75.80674296330513,72.01640581513986,75.98076211353317,3.9643562983933123,0.0,0.0,0.0,0.7330127018922197
2024-01-03 03:00:00,107.22973207605465,101.86824547225191,71.21320343559645,-30.65504203665546,0.0,0.0,0.0,0.6535533905932742
2024-01-03 04:00:00,131.35699773968983,124.78914785270533,65.0,-59.78914785270533,0.0,0.0,0.0,0.55
2024-01-03 05:00:00,146.54084836073253,139.2138059426959,57.76457135307563,-81.44923458962026,0.0,0.0,4.449234589620261,0.4294095225512605
2024-01-03 06:00:00,151.74250264014785,144.15537750814045,50.00000000000007,-94.15537750814038,0.0,0.0,17.155377508140376,0.3000000000000012
2024-01-03 07:00:00,146.60315526507736,139.27299750182348,57.764571353075596,-81.50842614874789,0.0,0.0,4.508426148747887,0.4294095225512599
2024-01-03 08:00:00,131.46872339531535,124.89528722554958,64.99999999999997,-59.89528722554961,0.0,0.0,0.0,0.5499999999999995
2024-01-03 09:00:00,107.36656744112148,101.99823906906539,71.21320343559643,-30.785035633468965,0.0,0.0,0.0,0.6535533905932738
2024-01-03 10:00:00,75.93575250526592,72.13896488000262,75.98076211353313,3.8417972335305137,0.0,0.0,0.0,0.7330127018922188
2024-01-03 11:00:00,39.315584360436915,37.349805142415065,78.97777478867205,41.627969646256986,0.0,0.0,0.0,0.7829629131445341
2024-01-03 12:00:00,3.6292652194773945e-13,3.4478019585035247e-13,80.0,79.99999999999966,0.0,0.0,0.0,0.8
2024-01-03 13:00:00,39.332276506333834,37.36566268101714,78.97777478867206,41.61211210765492,0.0,0.0,0.0,0.7829629131445343
2024-01-03 14:00:00,76.00024598794892,72.20023368855146,75.98076211353316,3.7805284249816964,0.0,0.0,0.0,0.7330127018922192
2024-01-03 15:00:00,107.50337871931076,102.12820978334521,71.21320343559645,-30.915006347748758,0.0,0.0,0.0,0.6535533905932743
2024-01-03 16:00:00,131.69213514297067,125.10752838582214,65.0,-60.107528385822135,0.0,0.0,0.0,0.55
2024-01-03 17:00:00,146.91463430697922,139.56890259163026,57.76457135307558,-81.80433123855468,0.0,0.0,4.804331238554681,0.42940952255125975
2024-01-03 18:00:00,152.12946247450944,144.52298935078397,50.00000000000002,-94.52298935078394,0.0,0.0,17.522989350783945,0.3000000000000004
2024-01-03 19:00:00,146.9769181220315,139.6280722159299,57.76457135307554,-81.86350086285437,0.0,0.0,4.863500862854366,0.42940952255125897
2024-01-03 20:00:00,131.80381939601995,125.21362842621895,64.99999999999997,-60.213628426218975,0.0,0.0,0.0,0.5499999999999994
2024-01-03 21:00:00,107.64016337680626,102.25815520796594,71.21320343559643,-31.044951772369515,0.0,0.0,0.0,0.6535533905932738
2024-01-03 22:00:00,76.12920772238208,72.32274733626296,75.98076211353313,3.658014777270168,0.0,0.0,0.0,0.7330127018922188
2024-01-03 23:00:00,39.41572082434235,37.444934783125234,78.97777478867205,41.53284000554682,0.0,0.0,0.0,0.7829629131445341
2024-01-04 00:00:00,1.1192504014968803e-13,1.0632878814220362e-13,80.0,79.9999999999999,0.0,0.0,0.0,0.8
2024-01-04 01:00:00,39.432406165247365,37.460785856985,78.97777478867206,41.51698893168707,0.0,0.0,0.0,0.7829629131445343
2024-01-04 02:00:00,76.19367491260222,72.38399116697211,75.98076211353316,3.596770946561051,0.0,0.0,0.0,0.7330127018922192
2024-01-04 03:00:00,107.77691888028325,102.38807293626908,71.21320343559645,-31.174869500672628,0.0,0.0,0.0,0.6535533905932743
2024-01-04 04:00:00,132.0271400640063,125.42578306080597,65.0000000000001,-60.42578306080587,0.0,0.0,0.0,0.5500000000000016
2024-01-04 05:00:00,147.28827018131776,139.92385667225187,57.76457135307559,-82.15928531917629,0.0,0.0,5.159285319176291,0.42940952255125975
2024-01-04 06:00:00,152.51626455452714,144.8904513268008,50.00000000000003,-94.89045132680076,0.0,0.0,17.890451326800758,0.30000000000000043
2024-01-04 07:00:00,147.35052629298227,139.98299997833314,57.76457135307564,-82.2184286252575,0.0,0.0,5.218428625257502,0.42940952255126064
2024-01-04 08:00:00,132.13877464071246,125.53183590867683,64.99999999999996,-60.53183590867687,0.0,0.0,0.0,0.5499999999999994
2024-01-04 09:00:00,107.91364269695835,102.51796056211043,71.21320343559636,-31.304757126514076,0.0,0.0,0.0,0.6535533905932724
2024-01-04 10:00:00,76.32257928579477,72.50645032150503,75.98076211353313,3.4743117920281037,0.0,0.0,0.0,0.7330127018922188
2024-01-04 11:00:00,39.51581336783069,37.54002269943915,78.97777478867204,41.43775208923289,0.0,0.0,0.0,0.782962913144534
2024-01-04 12:00:00,1.3091072382832606e-13,1.2436518763690975e-13,80.0,79.99999999999987,0.0,0.0,0.0,0.8
2024-01-04 13:00:00,39.532490667664796,37.55586613428155,78.97777478867206,41.42190865439051,0.0,0.0,0.0,0.7829629131445344
2024-01-04 14:00:00,76.38701540770825,72.56766463732284,75.9807621135332,3.4130974762103676,0.0,0.0,0.0,0.7330127018922201
2024-01-04 15:00:00,108.05033229463328,102.64781567990161,71.21320343559645,-31.434612244305157,0.0,0.0,0.0,0.6535533905932744
2024-01-04 16:00:00,132.36198768503988,125.74388830078787,65.00000000000001,-60.74388830078786,0.0,0.0,0.0,0.5500000000000002
2024-01-04 17:00:00,147.6617283041421,140.27864188893497,57.76457135307559,-82.51407053585939,0.0,0.0,5.514070535859389,0.42940952255125986
2024-01-04 18:00:00,152.90288022521923,145.25773621395825,50.00000000000003,-95.25773621395822,0.0,0.0,18.257736213958225,0.3000000000000005
2024-01-04 19:00:00,147.7239521003761,140.33775449535727,57.76457135307553,-82.57318314228175,0.0,0.0,5.573183142281749,0.42940952255125886
2024-01-04 20:00:00,132.47356431531648,125.84988609955064,64.99999999999996,-60.84988609955069,0.0,0.0,0.0,0.5499999999999993
2024-01-04 21:00:00,108.18698514174642,102.77763588465909,71.21320343559643,-31.564432449062664,0.0,0.0,0.0,0.6535533905932738
2024-01-04 22:00:00,76.51585287019543,72.69006022668566,75.98076211353319,3.290701886847529,0.0,0.0,0.0,0.7330127018922197
2024-01-04 23:00:00,39.615854575869136,37.635061847075676,78.97777478867204,41.34271294159636,0.0,0.0,0.0,0.782962913144534
2024-01-05 00:00:00,1.499909280809355e-13,1.424913816768887e-13,80.0,79.99999999999986,0.0,0.0,0.0,0.8
2024-01-05 01:00:00,39.63252259914743,37.65089646919006,78.97777478867206,41.326878319482006,0.0,0.0,0.0,0.7829629131445344
2024-01-05 02:00:00,76.58025315026133,72.75124049274825,75.98076211353316,3.229521620784908,0.0,0.0,0.0,0.7330127018922192
2024-01-05 03:00:00,108.32359870741301,102.90741877204236,71.2132034355964,-31.694215336445964,0.0,0.0,0.0,0.6535533905932731
2024-01-05 04:00:00,132.69665319996818,126.06182053996977,65.00000000000001,-61.06182053996976,0.0,0.0,0.0,0.5500000000000003
