,production_dc_kw,production_ac_kw,consumption_kw,grid_power_kw,battery_power_ac_kw,battery_soc_kwh,curtailment_kw,spot_price
2024-01-01 00:00:00,0.0,0.0,80.0,80.0,0.0,10.0,0.0,0.8
2024-01-01 01:00:00,38.831210572990976,36.88965004434142,78.97777478867205,49.28812474433063,-7.2,2.0,0.0,0.7829629131445341
2024-01-01 02:00:00,75.0322766257819,71.28066279449281,75.98076211353316,4.700099319040348,-0.0,2.0,0.0,0.7330127018922193
2024-01-01 03:00:00,106.13448621152097,100.8277619009449,71.21320343559643,-39.61455846534848,10.0,11.0,0.0,0.6535533905932738
2024-01-01 04:00:00,130.01561996412516,123.5148389659189,65.0,-64.8148389659189,6.3,16.67,0.0,0.5499999999999999
2024-01-01 05:00:00,145.04475779481504,137.79251990507427,57.76457135307563,-81.22494855199864,1.1969999999999985,17.7473,1.830948551998631,0.4294095225512605
2024-01-01 06:00:00,150.193659223331,142.68397626216444,50.00000000000001,-92.91140626216443,0.22743000000000074,17.951987,15.456546262164437,0.30000000000000004
2024-01-01 07:00:00,145.10711088629932,137.85175534198436,57.764571353075624,-80.13039568890873,0.04321170000000087,17.99087753,3.0439722889087335,0.4294095225512604
2024-01-01 08:00:00,130.12742844024197,123.62105701822986,64.99999999999999,-58.629267241229876,0.008210223000001094,17.9982667307,0.0,0.5499999999999998
2024-01-01 09:00:00,106.27142301051605,100.95785185999024,71.21320343559641,-29.74620836676383,0.0015599423700006555,17.999670678833,0.0,0.6535533905932736
2024-01-01 10:00:00,75.16138180051037,71.40331271048485,75.98076211353316,9.154898806096611,-4.5774494030483055,12.913615786557104,0.0,0.7330127018922192
2024-01-01 11:00:00,38.91474770362872,36.96901031844728,78.97777478867205,51.83101867812616,-9.822254207901393,2.0,0.0,0.7829629131445341
2024-01-01 12:00:00,1.8417134377565314e-14,1.7496277658687048e-14,80.0,79.99999999999999,-0.0,2.0,0.0,0.8
2024-01-01 13:00:00,38.93145469998957,36.984881964990095,78.97777478867205,41.992892823681956,-0.0,2.0,0.0,0.7829629131445341
2024-01-01 14:00:00,75.2259326609647,71.46463602791647,75.98076211353316,4.5161260856166905,-0.0,2.0,0.0,0.7330127018922192
2024-01-01 15:00:00,106.40835600528663,101.0879382050223,71.21320343559643,-39.87473476942587,10.0,11.0,0.0,0.6535533905932738
2024-01-01 16:00:00,130.35103895012296,123.8334870026168,65.00000000000001,-65.13348700261679,6.3,16.67,0.0,0.5500000000000003
2024-01-01 17:00:00,145.41886704105767,138.14792368900478,57.764571353075645,-81.58035233592915,1.1969999999999985,17.7473,2.1863523359291435,0.42940952255126075
2024-01-01 18:00:00,150.5809633233754,143.05191515720665,50.00000000000001,-93.27934515720665,0.22743000000000074,17.951987,15.824485157206652,0.3000000000000001
2024-01-01 19:00:00,145.48121551331474,138.207154737649,57.76457135307563,-80.48579508457337,0.04321170000000087,17.99087753,3.3993716845733672,0.4294095225512605
2024-01-01 20:00:00,130.46283914327026,123.93969718610674,65.0,-58.94790740910674,0.008210223000001094,17.9982667307,0.0,0.55
2024-01-01 21:00:00,106.54528265976165,101.21801852677356,71.21320343559643,-30.006375033547137,0.0015599423700006555,17.999670678833,0.0,0.6535533905932737
2024-01-01 22:00:00,75.35502827135375,71.58727685778605,75.98076211353316,8.786970511494218,-4.393485255747109,13.118020394669545,0.0,0.7330127018922192
2024-01-01 23:00:00,39.014985642049105,37.06423635994665,78.97777478867205,51.9135384287254,-10.0,2.006909283558434,0.0,0.7829629131445341
2024-01-02 00:00:00,3.6929126508090036e-14,3.508267018268553e-14,80.0,80.00621835520256,-0.006218355202590509,2.0,0.0,0.8
2024-01-02 01:00:00,39.031690781861265,37.0801062427682,78.97777478867205,41.89766854590385,-0.0,2.0,0.0,0.7829629131445341
2024-01-02 02:00:00,75.41957195865672,71.64859336072388,75.98076211353317,4.332168752809295,-0.0,2.0,0.0,0.7330127018922196
2024-01-02 03:00:00,106.68220043798699,101.34809041608764,71.21320343559641,-40.13488698049123,10.0,11.0,0.0,0.6535533905932736
2024-01-02 04:00:00,130.68642480465175,124.15210356441915,65.0,-65.45210356441915,6.3,16.67,0.0,0.5499999999999998
2024-01-02 05:00:00,145.79293702447487,138.50329017325112,57.764571353075624,-81.9357188201755,1.1969999999999985,17.7473,2.5417188201754897,0.4294095225512604
2024-01-02 06:00:00,150.96822438463,143.4198131653985,50.000000000000014,-93.64724316539848,0.22743000000000074,17.951987,16.192383165398482,0.30000000000000016
2024-01-02 07:00:00,145.8552762586197,138.56251244568872,57.7645713530756,-80.84115279261312,0.04321170000000087,17.99087753,3.7547293926131147,0.4294095225512601
2024-01-02 08:00:00,130.79820843247373,124.25829801085004,64.99999999999997,-59.26650823385007,0.008210223000001094,17.9982667307,0.0,0.5499999999999996
2024-01-02 09:00:00,106.81910680417324,101.47815146396458,71.2132034355964,-30.266507970738182,0.0015599423700006555,17.999670678833,0.0,0.6535533905932733
